candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,penalty_repair_score,two_stage_guarded_score,two_stage_penalty_repair_score,no_penalty_worse_than_median_score,N24_maintenance_score,N40_u2_reward_retention_score,N40_penalty_repair_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R58_N24_C02529,N24_R58_N24_C02529_N24_u2_reward_maintenance,24.0,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,0.8163522012578619,0.8152936001236464,0.7938522012578619,0.8163522012578619,0.8163522012578619,0.8091787608041756,0.8092846209175971,0.8112137206340434,0.8101316908608864,0.7938522012578619,0.8130101880253477,0.8101979006907541,0.8092846209175971,0.7854372436423299,0.7996219281663516,0.8137846209175972,0.8089220027701493,0.03800955318588396,0.03091495761553198,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,15,13,9,17,23,0,2,4,10,8,6,12,14,16,18,20]",22-21-19-11-1-3-5-7-15-13-9-17-23-0-2-4-10-8-6-12-14-16-18-20,23cf60e76bb66347,0.9565217391304348,0.8695652173913043,0.2003780718336484,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,7.0,2.0,-0.003780718336483932,0.20463083424576994,0.0,0.16666666666666666,1.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B01_n24_u2_reward_maintenance,False,NOT_RUN
R58_N24_C00513,N24_R58_N24_C00513_N24_u2_reward_maintenance,24.0,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,0.8163522012578619,0.8149911426567277,0.7938522012578619,0.8163522012578619,0.8163522012578619,0.8090577778174082,0.8091938836775215,0.8110473690272382,0.810025830747465,0.7938522012578619,0.8127881842446294,0.8100466719572947,0.8091938836775215,0.7854372436423299,0.7920604914933838,0.8136938836775216,0.8087919460593741,0.027267154981685242,0.03091495761553198,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,10,12,6,8,2,4,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-10-12-6-8-2-4-14-16-18-20,ca3ea4f9584d6dd0,0.9565217391304348,0.8695652173913043,0.20793950850661624,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,7.0,2.0,-0.003780718336483932,0.2114331026348648,0.0,0.16666666666666666,2.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B02_n24_u2_reward_maintenance,False,NOT_RUN
R58_N24_C00853,N24_R58_N24_C00853_N24_u2_reward_maintenance,24.0,N24_u2_reward_maintenance,offline_mutation_or_pointer_proxy,N24_u2_reward_maintenance,constrained_reward_balance,0.8163522012578619,0.8149911426567277,0.7938522012578619,0.8163522012578619,0.8163522012578619,0.8090577778174082,0.8091938836775215,0.8110473690272382,0.810025830747465,0.7938522012578619,0.8127881842446294,0.8100466719572947,0.8091938836775215,0.7854372436423299,0.7920604914933838,0.8136938836775216,0.8087919460593741,0.023466289058508994,0.03091495761553198,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,14,16,10,12,6,8,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-2-4-14-16-10-12-6-8-18-20,3a1f8675972559a5,0.9565217391304348,0.8695652173913043,0.20793950850661624,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,7.0,2.0,-0.003780718336483932,0.2114331026348648,0.0,0.16666666666666666,3.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B03_n24_u2_reward_maintenance,False,NOT_RUN
R58_N24_C02717,N24_R58_N24_C02717_N24_penalty_repair_diagnostic,24.0,N24_penalty_repair_diagnostic,offline_mutation_or_pointer_proxy,N24_penalty_repair_diagnostic,constrained_reward_balance,0.8099056603773584,0.809754431643899,0.7874056603773585,0.8099056603773584,0.8099056603773584,0.8030951688839747,0.8031102917573205,0.8052662345739559,0.8040027303206477,0.7874056603773585,0.8072296584869992,0.8042050460106287,0.8031102917573205,0.7792485643970467,0.8223062381852552,0.8076102917573207,0.8028656320219709,0.029802569539544268,0.030657095980311744,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,2,4,6,10,8,12,14,16,18,20]",22-17-15-13-9-5-7-3-1-11-19-21-23-0-2-4-6-10-8-12-14-16-18-20,f957b5762108e291,0.9565217391304348,0.8695652173913043,0.1776937618147448,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.19650644982859844,0.0,0.0,6.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B04_n24_penalty_diagnostic,False,NOT_RUN
R58_N24_C02934,N24_R58_N24_C02934_N24_penalty_repair_diagnostic,24.0,N24_penalty_repair_diagnostic,offline_mutation_or_pointer_proxy,N24_penalty_repair_diagnostic,constrained_reward_balance,0.8099056603773584,0.809754431643899,0.7874056603773585,0.8099056603773584,0.8099056603773584,0.8030951688839747,0.8031102917573205,0.8052662345739559,0.8040027303206477,0.7874056603773585,0.8072296584869992,0.8042050460106287,0.8031102917573205,0.7792485643970467,0.8223062381852552,0.8076102917573207,0.8028656320219709,0.02484902412299702,0.030657095980311744,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,3,5,1,11,19,21,23,0,2,4,6,8,12,10,14,16,18,20]",22-17-15-13-9-7-3-5-1-11-19-21-23-0-2-4-6-8-12-10-14-16-18-20,c813a3795568c13e,0.9565217391304348,0.8695652173913043,0.1776937618147448,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.19650644982859838,0.0,0.0,7.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B05_n24_penalty_diagnostic,False,NOT_RUN
R58_N24_C02665,N24_R58_N24_C02665_N24_uncertainty_calibration,24.0,N24_uncertainty_calibration,offline_mutation_or_pointer_proxy,N24_uncertainty_calibration,constrained_reward_balance,0.7101119721473497,0.713817076117104,0.6876119721473497,0.7101119721473497,0.7101119721473497,0.7048440137352514,0.704473503338276,0.7075935293307146,0.7055587585367638,0.6876119721473497,0.7102665184611493,0.7063395241322268,0.704473503338276,0.6843161889136296,0.831758034026465,0.7089735033382759,0.7047301668543441,0.032553728331255166,0.025795783233720115,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,20,15,13,9,7,5,3,1,11,19,21,23,0,4,2,6,8,10,12,14,16,18,17]",22-20-15-13-9-7-5-3-1-11-19-21-23-0-4-2-6-8-10-12-14-16-18-17,173735b4864ea3a7,0.9565217391304348,0.7391304347826086,0.16824196597353497,1.0,1.0,1.0,0.13043478260869565,0.043478260869565216,6.0,3.0,-0.00945179584120983,0.19916169665128053,0.0,0.0,109.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B06_n24_uncertainty_calibration,False,NOT_RUN
R58_N24_C01099,N24_R58_N24_C01099_N24_diversity_coverage,24.0,N24_diversity_coverage,offline_mutation_or_pointer_proxy,N24_diversity_coverage,constrained_reward_balance,0.3580267295597486,0.42509667284897357,0.34422238173366165,0.3576176386506577,0.3580267295597486,0.38063158434579436,0.3739041354714173,0.10627416821224339,0.08501933456979471,0.34422238173366165,0.4056435086455022,0.38804925061147566,0.3739041354714173,0.3637056603773587,0.6767485822306238,0.37672636867299825,0.3825199573480284,0.09560886682739869,0.005678930817610062,0.75,S3R39N2440B60_N24_B29_uncertainty,"[1,6,11,16,21,2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20]",1-6-11-16-21-2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20,e0e1ba69329bec9f,0.043478260869565216,0.8695652173913043,0.3232514177693762,0.8260869565217391,0.0,4.0,1.0,0.0,8.0,23.0,0.035916824196597356,0.23071676827814533,0.0,0.16666666666666666,1740.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B07_n24_diversity_coverage,False,NOT_RUN
R58_N24_C00004,N24_R58_N24_C00004_N24_sentinel_control,24.0,N24_sentinel_control,offline_mutation_or_pointer_proxy,N24_sentinel_control,constrained_reward_balance,0.04669811320754711,0.12495898277276452,0.04669811320754711,0.04669811320754711,0.04669811320754711,0.07800246103363408,0.07017637407711233,0.03123974569319113,0.024991796554552904,0.04669811320754711,0.10414159146841667,0.08582854799015582,0.07017637407711233,0.06483018867924523,0.9565217391304348,0.07017637407711233,0.061150287120590605,0.0813803357615813,0.018132075471698116,0.0,N24_A01_raster_left_to_right,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23,1285a2fd4be5bc11,0.0,1.0,0.043478260869565216,0.043478260869565216,23.0,0.0,1.0,1.0,0.0,23.0,0.043478260869565216,0.0,0.16666666666666666,0.0,3000.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N24_B08_n24_sentinel_control,False,NOT_RUN
R58_N40_C00092,N40_R58_N40_C00092_N40_u2_reward_retention_top,40.0,N40_u2_reward_retention_top,existing_pool_selection,N40_u2_reward_retention_top,constrained_reward_balance,0.7202830188679245,0.7234125389205215,0.7202830188679245,0.7202830188679245,0.7202830188679245,0.7215348268889632,0.7212218748837035,0.7220042548968528,0.7213783508863334,0.7202830188679245,0.7218477788942229,0.7213783508863334,0.7210653988810737,0.6930101596516689,0.9243918474687706,0.7212218748837036,0.7083974172900152,0.02085376269460075,0.02727285921625555,0.05,S3R54CAL64_N40_B12_penalty_repair,"[4,3,5,7,9,11,13,15,17,19,24,26,28,30,32,38,36,34,22,20,18,16,14,12,10,8,6,0,2,1,21,23,25,27,29,31,33,35,37,39]",4-3-5-7-9-11-13-15-17-19-24-26-28-30-32-38-36-34-22-20-18-16-14-12-10-8-6-0-2-1-21-23-25-27-29-31-33-35-37-39,2111f63fa8a24a1f,0.10256410256410256,1.0,0.07560815253122946,0.5128205128205128,2.0,1.0,0.07692307692307693,0.05128205128205128,5.0,3.0,0.023011176857330704,0.08532836072535238,0.0,0.1,3.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B01_n40_u2ret_top,False,NOT_RUN
R58_N40_C00642,N40_R58_N40_C00642_N40_u2_reward_retention_top,40.0,N40_u2_reward_retention_top,existing_pool_selection,N40_u2_reward_retention_top,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.009151427460250548,0.026938346637639166,0.05,S3R54CAL64_N40_B12_penalty_repair,"[0,3,5,7,9,11,13,15,17,19,22,26,28,30,32,38,36,34,24,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-22-26-28-30-32-38-36-34-24-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,43beaa0f788be14e,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08041491046112112,0.1,0.1,10.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B02_n40_u2ret_top,False,NOT_RUN
R58_N40_C03888,N40_R58_N40_C03888_N40_u2_reward_retention_top,40.0,N40_u2_reward_retention_top,existing_pool_selection,N40_u2_reward_retention_top,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.006133954230289165,0.026938346637639166,0.05,S3R54CAL64_N40_B12_penalty_repair,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,32,36,38,34,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-24-26-28-30-32-36-38-34-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,780b3d41ea73762d,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08329815103070007,0.1,0.1,15.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B03_n40_u2ret_top,False,NOT_RUN
R58_N40_C04562,N40_R58_N40_C04562_N40_u2_reward_retention_local_repair,40.0,N40_u2_reward_retention_local_repair,offline_mutation_or_pointer_proxy,N40_u2_reward_retention_local_repair,constrained_reward_balance,0.7119202044025157,0.7151023214307866,0.7119202044025157,0.7119202044025157,0.7119202044025157,0.713193051213824,0.712874839510997,0.7136703687680648,0.7130339453624105,0.7119202044025157,0.7135112629166511,0.7130339453624105,0.7127157336595834,0.6849818577648765,0.925706771860618,0.7128748395109968,0.7090566935543895,0.0035831804373324607,0.026938346637639166,0.125,S3R49SCN_N40_B15_mises_repair,"[0,3,5,7,9,11,13,15,17,19,24,26,34,36,38,32,30,28,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-24-26-34-36-38-32-30-28-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,338a4d92a6b93af9,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.07914708942333824,0.1,0.1,1.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B04_n40_u2retrepair,False,NOT_RUN
