n,handoff_strategy_name,inp_path,exists,size_bytes,node_section_exists,element_section_exists,node_entry_count,element_entry_count,scan_sequence_complete,cool_sequence_complete,step_final_cooling_exists,final_cooling_after_last_cool,final_cooling_controls_visible,heat_flux_entries_exist,all_expected_heat_sets_present,heat_order_text_verified,heat_order_note,n40_cool_initialInc_0p001_verified,n40_cool_initialInc_note,solver_output_count,verdict,notes
24,S3R59N40PR40_N24_B01_n24_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B01_n24_diversity\J2D_S3R59N40PR40_N24_B01_n24_diversity.inp,True,84579,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B02_n24_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B02_n24_penalty\J2D_S3R59N40PR40_N24_B02_n24_penalty.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B03_n24_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B03_n24_penalty\J2D_S3R59N40PR40_N24_B03_n24_penalty.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B04_n24_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B04_n24_sentinel\J2D_S3R59N40PR40_N24_B04_n24_sentinel.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B05_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B05_n24_maint\J2D_S3R59N40PR40_N24_B05_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B06_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B06_n24_maint\J2D_S3R59N40PR40_N24_B06_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B07_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B07_n24_maint\J2D_S3R59N40PR40_N24_B07_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B08_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B08_n24_uncertainty\J2D_S3R59N40PR40_N24_B08_n24_uncertainty.inp,True,84581,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B09_n24_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B09_n24_diversity\J2D_S3R59N40PR40_N24_B09_n24_diversity.inp,True,84579,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B10_n24_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B10_n24_penalty\J2D_S3R59N40PR40_N24_B10_n24_penalty.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B11_n24_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B11_n24_penalty\J2D_S3R59N40PR40_N24_B11_n24_penalty.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B12_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B12_n24_maint\J2D_S3R59N40PR40_N24_B12_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B13_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B13_n24_maint\J2D_S3R59N40PR40_N24_B13_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B14_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B14_n24_maint\J2D_S3R59N40PR40_N24_B14_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B15_n24_maint,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B15_n24_maint\J2D_S3R59N40PR40_N24_B15_n24_maint.inp,True,84575,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R59N40PR40_N24_B16_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N24S3R59N40PR40_N24_B16_n24_uncertainty\J2D_S3R59N40PR40_N24_B16_n24_uncertainty.inp,True,84581,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
40,S3R59N40PR40_N40_B01_n40_mises_repair,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B01_n40_mises_repair\J2D_S3R59N40PR40_N40_B01_n40_mises_repair.inp,True,137989,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
40,S3R59N40PR40_N40_B02_n40_peeq_repair,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B02_n40_peeq_repair\J2D_S3R59N40PR40_N40_B02_n40_peeq_repair.inp,True,137988,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
40,S3R59N40PR40_N40_B03_n40_surface_repair,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B03_n40_surface_repair\J2D_S3R59N40PR40_N40_B03_n40_surface_repair.inp,True,137991,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
40,S3R59N40PR40_N40_B04_n40_median,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B04_n40_median\J2D_S3R59N40PR40_N40_B04_n40_median.inp,True,137983,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
40,S3R59N40PR40_N40_B05_n40_median,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B05_n40_median\J2D_S3R59N40PR40_N40_B05_n40_median.inp,True,137983,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
40,S3R59N40PR40_N40_B06_n40_no_median,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run59_N40_focused_calibrated_penalty_repair_batch40_v01\N40S3R59N40PR40_N40_B06_n40_no_median\J2D_S3R59N40PR40_N40_B06_n40_no_median.inp,True,137986,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,True,all N40 cool steps show initialInc=0.001 and timePeriod=3.4,0,PASS,
