n,strategy_name,handoff_strategy_name,job_name,dataset_source,original_run23_candidate_id,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_mpa,mises_max,final_step,final_frame_time,extracted_fields,teacher_validation_status,solver_audit_status,completion_status,odb_extraction_status,nonfatal_warning_flag,patched_after_cool_initialInc_failure,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,model_prediction_mean,model_prediction_std,pred_uncertainty_ET_F01_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,novelty_distance_to_combined108,nearest_existing_teacher_strategy,is_probe60,is_batch20,is_batch28,is_shortlist64_run27,u2_rank_combined172_within_n,target_u2_score_combined172_rank,u2_cost_minmax_combined172_within_n,peeq_rank_combined172_within_n,target_peeq_score_combined172_rank,peeq_cost_minmax_combined172_within_n,surfaceT_rank_combined172_within_n,target_surfaceT_score_combined172_rank,surfaceT_cost_minmax_combined172_within_n,mises_rank_combined172_within_n,target_mises_score_combined172_rank,mises_cost_minmax_combined172_within_n,target_reward_combined172_u2_primary,u2_percentile_combined172_within_n,reward_percentile_combined172_within_n,reward_rank_combined172_within_n,combined172_pareto_flag_u2_peeq,combined172_pareto_flag_u2_peeq_surfaceT_mises,is_new_best_u2_within_n,is_new_best_peeq_within_n,is_new_best_surfaceT_within_n,is_new_best_mises_within_n,is_new_best_combined_reward_within_n,rank_U2_run27_within_n,score_U2_run27_within_n,cost_u2_run27_within_n,rank_PEEQ_run27_within_n,score_PEEQ_run27_within_n,cost_peeq_run27_within_n,rank_SurfaceT_run27_within_n,score_SurfaceT_run27_within_n,cost_surfaceT_run27_within_n,rank_MISES_run27_within_n,score_MISES_run27_within_n,cost_mises_run27_within_n,reward_run27_u2_primary,rank_reward_run27_within_n,batch_name,N32_informed,native_validation_N,includes_N32_case,original_run33_candidate_id,surrogate_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance_to_combined172_plus_N32,metric_semantic_warning,legacy_compatibility_status,notes,rank_U2_run36_within_n,score_U2_run36_within_n,cost_u2_run36_within_n,rank_PEEQ_run36_within_n,score_PEEQ_run36_within_n,cost_peeq_run36_within_n,rank_SurfaceT_run36_within_n,score_SurfaceT_run36_within_n,cost_surfaceT_run36_within_n,rank_Mises_run36_within_n,score_Mises_run36_within_n,cost_mises_run36_within_n,reward_run36_u2_primary,rank_reward_run36_within_n,u2_rank_combined204_within_n,target_u2_score_combined204_rank,u2_cost_minmax_combined204_within_n,peeq_rank_combined204_within_n,target_peeq_score_combined204_rank,peeq_cost_minmax_combined204_within_n,surfaceT_rank_combined204_within_n,target_surfaceT_score_combined204_rank,surfaceT_cost_minmax_combined204_within_n,mises_rank_combined204_within_n,target_mises_score_combined204_rank,mises_cost_minmax_combined204_within_n,target_reward_combined204_u2_primary,reward_rank_combined204_within_n,combined204_pareto_flag_u2_peeq,combined204_pareto_flag_u2_peeq_surfaceT_mises
12,N12_A11_graph_pointer_policy_diverse_01,,J2D_N12_N12_A11_graph_pointer_policy_diverse_01,probe60_run08,,graph_pointer_proxy,,,,,"[0,5,11,10,1,3,8,2,9,6,4,7]",,,7.328880428758566e-05,0.1638757288455963,582071168.0,582.071168,579939392.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,19.0,0.4193548387096774,0.3698876151255084,29.0,0.0967741935483871,0.6728821019812711,17.0,0.4838709677419355,0.2546104024522891,17.0,0.4838709677419355,0.7857142857142857,0.364516129032258,0.5806451612903226,0.3592436974789915,22.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,23.0,0.37142857142857144,0.36988761512574486,32.0,0.11428571428571432,0.6728821019812724,20.0,0.4571428571428572,0.2546104024522891,19.0,0.48571428571428577,0.7857142857142857,0.3342857142857143,26.0,False,False
12,N12_A12_graph_pointer_policy_diverse_02,,J2D_N12_N12_A12_graph_pointer_policy_diverse_02,probe60_run08,,graph_pointer_proxy,,,,,"[4,7,3,8,2,9,1,10,0,11,5,6]",,,0.0001395468352711,0.1633458584547042,581337984.0,581.337984,579938048.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,31.0,0.032258064516129,0.8606806894276917,27.0,0.1612903225806451,0.6577448024731195,12.0,0.6451612903225806,0.1130104815583901,2.5,0.9516129032258064,0.0357142857142857,0.1653225806451612,0.967741935483871,0.0997899159663864,31.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,35.0,0.02857142857142858,0.8606806894276794,30.0,0.17142857142857137,0.6577448024731184,12.0,0.6857142857142857,0.11301048155839019,2.5,0.9571428571428572,0.03571428571428571,0.1692857142857143,35.0,False,True
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,,J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,,graph_pointer_proxy,,,,,"[1,10,3,8,5,6,7,4,9,2,11,0]",,,7.77201084929402e-05,0.1403219699859619,581967424.0,581.967424,579939328.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,20.0,0.3870967741935484,0.4027116121841106,1.0,1.0,0.0,16.0,0.5161290322580645,0.2345743102936814,15.5,0.532258064516129,0.75,0.5298387096774193,0.6129032258064516,0.574579831932773,15.0,1.0,1.0,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,24.0,0.34285714285714286,0.40271161218436813,1.0,1.0,0.0,19.0,0.48571428571428577,0.2345743102936814,17.5,0.5285714285714286,0.75,0.4978571428571429,19.0,True,True
12,N12_A14_graph_pointer_policy_u2first_proxy,,J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy,probe60_run08,,graph_pointer_proxy,,,,,"[0,5,2,6,4,7,8,3,10,1,9,11]",,,0.0001010998803394,0.1588887572288513,581829312.0,581.829312,579938368.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,26.0,0.1935483870967742,0.5758925825615675,22.0,0.3225806451612903,0.530414652773107,14.0,0.5806451612903225,0.2079007218431721,10.5,0.6935483870967742,0.2142857142857142,0.2830645161290323,0.8064516129032258,0.2531512605042016,24.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,30.0,0.17142857142857137,0.5758925825614809,25.0,0.3142857142857143,0.5304146527731074,16.0,0.5714285714285714,0.20790072184317215,10.5,0.7285714285714286,0.21428571428571427,0.26785714285714285,28.0,False,False
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,,J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,,graph_pointer_proxy,,,,,"[0,5,11,6,4,8,7,2,3,1,9,10]",,,9.216308080794988e-05,0.1593673974275589,581069312.0,581.069312,579938240.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,25.0,0.2258064516129032,0.5096950325984676,23.0,0.2903225806451612,0.5440884118074256,7.0,0.8064516129032258,0.0611218233956293,4.0,0.9032258064516128,0.1428571428571428,0.3306451612903225,0.7741935483870968,0.3151260504201679,23.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,29.0,0.19999999999999996,0.5096950325987933,26.0,0.2857142857142857,0.5440884118074268,7.0,0.8285714285714285,0.06112182339562939,4.0,0.9142857142857143,0.14285714285714285,0.31571428571428567,27.0,False,True
16,N16_A01_raster_left_to_right,,J2D_N16_N16_A01_raster_left_to_right,probe60_run08,,raster,,,,,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,,0.0002434928235288,0.1752076148986816,587841664.0,587.841664,579948288.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,30.0,0.0645161290322581,0.850677556021455,31.0,0.032258064516129,0.8525228565562386,32.0,0.0,1.0,22.5,0.3064516129032257,0.9230769230769232,0.0637096774193548,0.935483870967742,0.0,32.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,34.0,0.05714285714285716,0.8506775560213452,35.0,0.02857142857142858,0.8525228565562377,36.0,0.0,1.0,25.5,0.30000000000000004,0.8888888888888888,0.05785714285714287,36.0,False,False
16,N16_A02_odd_even_interlaced,,J2D_N16_N16_A02_odd_even_interlaced,probe60_run08,,odd_even,,,,,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",,,4.9715717977960594e-05,0.1537079364061355,585719808.0,585.719808,579947520.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,9.0,0.7419354838709677,0.0376855365524608,15.0,0.5483870967741935,0.1555004287491394,30.0,0.0645161290322581,0.6943458499663498,9.0,0.7419354838709677,0.4615384615384615,0.6354838709677421,0.2580645161290322,0.7061752988047809,13.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,9.0,0.7714285714285715,0.037685536552468674,16.0,0.5714285714285714,0.1555004287491377,34.0,0.05714285714285716,0.6943458499663498,11.0,0.7142857142857143,0.4444444444444444,0.6571428571428571,13.0,False,True
16,N16_A03_greedy_maximin_distance,,J2D_N16_N16_A03_greedy_maximin_distance,probe60_run08,,maximin,,,,,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",,,4.607185064742225e-05,0.1532730907201767,582927360.0,582.92736,579948160.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,5.0,0.8709677419354839,0.0223976879115738,14.0,0.5806451612903225,0.1414026739453375,23.0,0.2903225806451612,0.2920926716389014,16.5,0.5,0.8461538461538461,0.7362903225806452,0.1290322580645161,0.8306772908366533,7.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,5.0,0.8857142857142857,0.022397687911578507,15.0,0.6,0.1414026739453375,26.0,0.2857142857142857,0.29209267163890146,19.0,0.48571428571428577,0.8148148148148148,0.7485714285714286,7.0,False,True
16,N16_A04_method_c_u2_first_engineering,,J2D_N16_N16_A04_method_c_u2_first_engineering,probe60_run08,,method_c,,,,,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",,,5.043179316999158e-05,0.1518275737762451,581727104.0,581.727104,579948352.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,10.0,0.7096774193548387,0.0406898306604042,8.0,0.7741935483870968,0.0945388229326441,12.0,0.6451612903225806,0.1191953461357623,28.5,0.1129032258064516,0.9615384615384616,0.6862903225806452,0.2903225806451613,0.7689243027888445,10.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,10.0,0.7428571428571429,0.04068983066041269,9.0,0.7714285714285715,0.09453882293264322,13.0,0.6571428571428571,0.1191953461357623,31.5,0.12857142857142856,0.9259259259259259,0.7092857142857144,10.0,False,False
16,N16_A05_center_out,,J2D_N16_N16_A05_center_out,probe60_run08,,center_out,,,,,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",,,0.0002790839121189,0.1664191931486129,582182080.0,582.18208,579946816.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,32.0,0.0,1.0,26.0,0.1935483870967742,0.5676010579837921,17.0,0.4838709677419355,0.1847348090237763,2.5,0.9516129032258064,0.0384615384615384,0.1346774193548387,1.0,0.0876494023904382,31.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,36.0,0.0,1.0,29.0,0.19999999999999996,0.5676010579837893,20.0,0.4571428571428572,0.18473480902377637,2.5,0.9571428571428572,0.037037037037037035,0.13357142857142856,35.0,False,False
16,N16_A06_edge_in_alternating,,J2D_N16_N16_A06_edge_in_alternating,probe60_run08,,edge_in,,,,,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",,,0.0002053208902452,0.1797565519809723,581764096.0,581.764096,579947776.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0,0.0,0.0,0.0,27.0,0.1612903225806451,0.6905271758254262,32.0,0.0,1.0,13.0,0.6129032258064516,0.1245240575648341,10.0,0.7096774193548387,0.6153846153846154,0.2016129032258064,0.8387096774193549,0.1703187250996015,29.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,31.0,0.1428571428571429,0.6905271758252532,36.0,0.0,1.0,14.0,0.6285714285714286,0.12452405756483419,12.0,0.6857142857142857,0.5925925925925926,0.19000000000000003,34.0,False,True
