n,order_hash,candidate_source,selection_bucket,generation_method,seed_strategy,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,odd_even_transition_count,mean_signed_jump,jump_std_norm,candidate_id,strategy_name,order_json,order_compact,nearest_existing_teacher_strategy,novelty_distance_to_combined172_plus_N32,duplicate_of_combined172_plus_N32_teacher,order,reward,surrogate_reward_pred,f01_extra_trees_reward_pred,gnn_reward_pred,graph_pointer_mean_logprob,uncertainty_score,gnn_surrogate_disagreement,hybrid_score,acquisition_score,surrogate_reward_pred_rank_within_n,gnn_reward_pred_rank_within_n,hybrid_score_rank_within_n,acquisition_score_rank_within_n,gnn_surrogate_disagreement_rank_within_n,uncertainty_score_rank_within_n,novelty_distance_to_combined172_plus_N32_rank_within_n,option_a_native_batch32_rank_within_n
24,e18af31cc7c11ce5,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R24L64_N24_B03_top_region,0.8260869565217391,1.0,0.15879017013232513,0.8260869565217391,0,2,0.08695652173913043,0.8636363636363636,3,0.7031315809605685,0.5362318840579711,0.7971014492753623,3,3,0.20486111111111113,0.7916666666666666,2.0,0.007561436672967864,0.1838416811556024,R33_N24_C00709,N24_R33_N24_C00709_N24_calibration_neighborhood,"[19,17,15,13,1,3,5,7,9,11,22,20,18,16,14,12,10,8,6,4,0,2,21,23]",19-17-15-13-1-3-5-7-9-11-22-20-18-16-14-12-10-8-6-4-0-2-21-23,N24_A13_graph_pointer_policy_anti_odd_even_novelty,0.286231884057971,False,"[19, 17, 15, 13, 1, 3, 5, 7, 9, 11, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 0, 2, 21, 23]",nan,0.5,0.705981101821688,0.705981101821688,-1.9596888481949766,0.0639355493042667,0.20598110182168805,0.48651201879164574,0.5071101289738146,1250.5,36.0,5.0,3.0,636.0,2288.0,727.0,10
24,4f3541baf5fd7fad,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_A04_method_c_u2_first_engineering,0.8260869565217391,1.0,0.15879017013232513,0.9130434782608695,0,2,0.08695652173913043,0.8636363636363636,3,0.5305096302260272,0.5362318840579711,0.7971014492753623,3,3,0.20486111111111113,0.7916666666666666,2.0,0.007561436672967864,0.19846070569709784,R33_N24_C00526,N24_R33_N24_C00526_N24_calibration_neighborhood,"[19,17,15,13,1,3,5,7,9,11,22,20,18,16,14,12,10,8,6,4,2,0,21,23]",19-17-15-13-1-3-5-7-9-11-22-20-18-16-14-12-10-8-6-4-2-0-21-23,N24_A13_graph_pointer_policy_anti_odd_even_novelty,0.2826086956521739,False,"[19, 17, 15, 13, 1, 3, 5, 7, 9, 11, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 0, 21, 23]",nan,0.5,0.7044222630606252,0.7044222630606252,-1.9453703570179641,0.0698310476676685,0.20442226306062516,0.48634954009714054,0.5067917664032031,1250.5,43.0,6.0,4.0,654.0,2207.0,744.0,11
24,a4907a91d8e6f9d9,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_A04_method_c_u2_first_engineering,0.782608695652174,0.6956521739130435,0.16257088846880907,1.0,0,2,0.08695652173913043,0.8181818181818182,4,0.5305096302260272,0.47826086956521735,0.2608695652173913,3,3,0.203125,0.75,2.0,-0.003780718336483932,0.21308297589356298,R33_N24_C00550,N24_R33_N24_C00550_N24_calibration_neighborhood,"[18,20,22,11,9,7,5,3,1,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16]",18-20-22-11-9-7-5-3-1-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16,S3R19B28_N24_B04_method_c_inspired,0.3007246376811594,False,"[18, 20, 22, 11, 9, 7, 5, 3, 1, 13, 15, 17, 19, 21, 23, 0, 2, 4, 6, 8, 10, 12, 14, 16]",nan,0.5,0.6964488621730403,0.6964488621730403,-2.1272634491324425,0.07437964785494634,0.19644886217304025,0.48662264409687067,0.5062675303141747,1250.5,75.0,4.0,5.0,755.0,2138.0,647.0,12
40,95f7f97002b46e8c,graph_pointer_greedy,graph_pointer_top,greedy_decode,,0.0,1.0,0.07429322813938198,0.9743589743589743,1,1,0.02564102564102564,0.9473684210526315,2,0.23781901105392073,0.5384615384615385,0.5846153846153845,5,5,0.26187499999999997,0.975,1.0,0.02564102564102564,0.14606614342605456,R33_N40_C00001,N40_R33_N40_C00001_graph_pointer_top,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,37,35,33,31,29,27,25,23,21,19,17,15,13,11,9,7,5,3,1,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-3-1-39,S3R19B28_N40_B04_method_c_inspired,0.08974358974358974,False,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 37, 35, 33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 39]",nan,0.5,0.7063853071343076,0.7063853071343076,-1.6975598211400211,0.06600559803813544,0.20638530713430758,0.46717124556174944,0.4878097762751802,1500.5,273.0,254.0,268.0,1036.0,2478.0,1900.5,1
40,28bd415a5dd9405d,surrogate_top_predicted,surrogate_top_predicted,even_odd,,0.9743589743589743,0.7948717948717948,0.2952005259697567,0.8205128205128205,0,7,0.02564102564102564,0.4473684210526316,21,2.465944116111816,0.4871794871794871,0.38974358974358975,4,6,0.15437499999999998,0.95,1.0,-0.0046022353714661405,0.20230401289178052,R33_N40_C01833,N40_R33_N40_C01833_surrogate_top_predicted,"[38,28,18,34,24,26,14,20,4,0,10,12,30,36,32,22,16,2,6,8,35,39,17,1,33,7,3,23,5,27,15,9,25,29,37,13,11,21,19,31]",38-28-18-34-24-26-14-20-4-0-10-12-30-36-32-22-16-2-6-8-35-39-17-1-33-7-3-23-5-27-15-9-25-29-37-13-11-21-19-31,N40_A02_odd_even_interlaced,0.27692307692307694,False,"[38, 28, 18, 34, 24, 26, 14, 20, 4, 0, 10, 12, 30, 36, 32, 22, 16, 2, 6, 8, 35, 39, 17, 1, 33, 7, 3, 23, 5, 27, 15, 9, 25, 29, 37, 13, 11, 21, 19, 31]",nan,0.5,0.5901118108270764,0.5901118108270764,-2.743109252676368,0.11520395614362307,0.09011181082707642,0.4617406560134391,0.47075183709614676,1500.5,1030.0,505.0,738.0,2365.0,1356.0,1024.0,2
40,47979034a3c4fcc9,hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,,0.2564102564102564,0.9487179487179487,0.29914529914529914,1.0,0,7,0.02564102564102564,0.47368421052631576,20,2.443814725922217,0.36923076923076925,0.5333333333333333,2,8,0.12437499999999999,0.725,1.0,0.01775147928994083,0.2418156324395863,R33_N40_C02432,N40_R33_N40_C02432_hybrid_gnn_surrogate_agreement,"[10,16,14,24,28,32,12,6,20,26,38,4,36,30,22,18,34,8,2,0,39,21,19,9,31,13,3,1,11,17,7,15,25,29,23,5,33,27,35,37]",10-16-14-24-28-32-12-6-20-26-38-4-36-30-22-18-34-8-2-0-39-21-19-9-31-13-3-1-11-17-7-15-25-29-23-5-33-27-35-37,S3B20_N40_B04_surrogate_top,0.2153846153846154,False,"[10, 16, 14, 24, 28, 32, 12, 6, 20, 26, 38, 4, 36, 30, 22, 18, 34, 8, 2, 0, 39, 21, 19, 9, 31, 13, 3, 1, 11, 17, 7, 15, 25, 29, 23, 5, 33, 27, 35, 37]",nan,0.5,0.6331323259284211,0.6331323259284211,-2.598496729135513,0.09525649811671616,0.13313232592842106,0.46434719283223846,0.4776604254250806,1500.5,892.0,367.0,572.0,2120.0,1779.0,1438.5,3
40,49e79df44cc56584,hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,even_odd,,0.5641025641025641,0.1794871794871795,0.30309007232084156,0.8717948717948718,0,8,0.02564102564102564,0.42105263157894735,22,2.5061939733244727,0.33333333333333337,0.5333333333333333,3,7,0.135,0.55,1.0,-0.009861932938856016,0.2166295534329278,R33_N40_C02144,N40_R33_N40_C02144_hybrid_gnn_surrogate_disagreement,"[22,16,14,18,30,38,26,20,8,24,12,32,6,36,34,28,10,2,4,0,5,27,25,15,21,3,13,37,31,9,33,23,17,19,1,35,39,29,11,7]",22-16-14-18-30-38-26-20-8-24-12-32-6-36-34-28-10-2-4-0-5-27-25-15-21-3-13-37-31-9-33-23-17-19-1-35-39-29-11-7,S3R24L64_N40_B24_exploitation_reference,0.258974358974359,False,"[22, 16, 14, 18, 30, 38, 26, 20, 8, 24, 12, 32, 6, 36, 34, 28, 10, 2, 4, 0, 5, 27, 25, 15, 21, 3, 13, 37, 31, 9, 33, 23, 17, 19, 1, 35, 39, 29, 11, 7]",nan,0.5,0.5681542322098085,0.5681542322098085,-2.716796006262302,0.11912740285284952,0.06815423220980854,0.45484873423517297,0.4616641574561538,1500.5,1072.0,783.0,928.0,2438.0,1280.0,1092.5,4
40,786d848187a4a6d0,uncertainty_calibration,uncertainty_calibration,even_odd,,0.717948717948718,0.02564102564102564,0.3162393162393163,0.8205128205128205,0,6,0.02564102564102564,0.5526315789473685,17,2.394852097595847,0.5076923076923077,0.5333333333333333,4,6,0.123125,0.7,1.0,-0.01775147928994083,0.19948967523637298,R33_N40_C02812,N40_R33_N40_C02812_uncertainty_calibration,"[28,38,22,12,2,34,16,10,4,18,36,20,0,32,30,26,24,14,8,6,17,29,11,37,35,31,19,5,9,25,15,13,3,23,7,21,33,39,27,1]",28-38-22-12-2-34-16-10-4-18-36-20-0-32-30-26-24-14-8-6-17-29-11-37-35-31-19-5-9-25-15-13-3-23-7-21-33-39-27-1,S3R24L64_N40_B01_top_region,0.22179487179487178,False,"[28, 38, 22, 12, 2, 34, 16, 10, 4, 18, 36, 20, 0, 32, 30, 26, 24, 14, 8, 6, 17, 29, 11, 37, 35, 31, 19, 5, 9, 25, 15, 13, 3, 23, 7, 21, 33, 39, 27, 1]",nan,0.5,0.603464440248278,0.603464440248278,-2.7809147261083127,0.09827197564762745,0.10346444024827794,0.4578727948063195,0.4682192388311473,1500.5,996.0,635.0,809.0,2304.0,1727.0,1389.0,5
40,56bfd1e62ace1007,diversity_coverage,diversity_coverage,even_odd,,0.9743589743589743,0.9487179487179487,0.28205128205128205,0.8205128205128205,1,6,0.02564102564102564,0.4473684210526316,21,2.5059093843141147,0.44102564102564107,0.5794871794871794,3,7,0.15375,0.95,1.0,-0.0006574621959237343,0.2065205866491869,R33_N40_C02336,N40_R33_N40_C02336_diversity_coverage,"[38,34,32,20,28,12,10,26,24,16,6,2,0,30,8,14,36,18,4,22,21,29,19,27,31,25,39,11,9,7,1,13,33,35,23,15,3,17,5,37]",38-34-32-20-28-12-10-26-24-16-6-2-0-30-8-14-36-18-4-22-21-29-19-27-31-25-39-11-9-7-1-13-33-35-23-15-3-17-5-37,S3R19B28_N40_B04_method_c_inspired,0.23717948717948717,False,"[38, 34, 32, 20, 28, 12, 10, 26, 24, 16, 6, 2, 0, 30, 8, 14, 36, 18, 4, 22, 21, 29, 19, 27, 31, 25, 39, 11, 9, 7, 1, 13, 33, 35, 23, 15, 3, 17, 5, 37]",nan,0.5,0.6063546967760051,0.6063546967760051,-2.6379746422171593,0.10710390463732239,0.10635469677600506,0.46101701337568224,0.4716524830532827,1500.5,982.0,535.0,720.0,2286.0,1540.0,1241.5,6
40,01903efea4d8a963,sentinel_control,sentinel_control,even_odd,,0.15384615384615385,0.6410256410256411,0.3149243918474688,0.9743589743589743,0,10,0.02564102564102564,0.5,19,2.511644448479232,0.3641025641025641,0.4666666666666667,3,7,0.13125,0.825,1.0,0.012491781722550954,0.2490020350337703,R33_N40_C01348,N40_R33_N40_C01348_sentinel_control,"[6,34,28,22,10,20,26,30,16,18,36,12,14,24,38,0,4,2,8,32,35,33,7,23,39,19,5,11,31,29,1,15,17,37,3,9,13,21,27,25]",6-34-28-22-10-20-26-30-16-18-36-12-14-24-38-0-4-2-8-32-35-33-7-23-39-19-5-11-31-29-1-15-17-37-3-9-13-21-27-25,S3B20_N40_B05_surrogate_top,0.258974358974359,False,"[6, 34, 28, 22, 10, 20, 26, 30, 16, 18, 36, 12, 14, 24, 38, 0, 4, 2, 8, 32, 35, 33, 7, 23, 39, 19, 5, 11, 31, 29, 1, 15, 17, 37, 3, 9, 13, 21, 27, 25]",nan,0.5,0.6024925376729111,0.6024925376729111,-2.675564502179623,0.09625462698585384,0.10249253767291111,0.4611460330142491,0.47139528678154025,1500.5,998.0,526.0,727.0,2307.0,1767.0,1092.5,7
40,2aa60b716bd6822e,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,S3R24L64_N40_B03_top_region,0.7948717948717948,0.7435897435897436,0.1301775147928994,1.0,0,4,0.05128205128205128,0.8421052631578947,6,0.7049783248817786,0.43589743589743585,0.5384615384615385,5,5,0.20875,0.775,2.0,-0.0013149243918474686,0.21099313012205348,R33_N40_C01047,N40_R33_N40_C01047_N40_new_best_neighborhood,"[31,33,9,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,0,39,37,35,7,5,3,1,21,23,25,27,29]",31-33-9-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-0-39-37-35-7-5-3-1-21-23-25-27-29,N40_A13_graph_pointer_policy_anti_odd_even_novelty,0.36666666666666664,False,"[31, 33, 9, 11, 13, 15, 17, 19, 32, 34, 36, 38, 30, 28, 26, 24, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 0, 39, 37, 35, 7, 5, 3, 1, 21, 23, 25, 27, 29]",nan,0.5,0.7384447354722515,0.7384447354722515,-2.132264519482851,0.05045820516840711,0.23844473547225153,0.5013236710515703,0.5251681445987955,1500.5,52.5,1.0,1.0,541.5,2744.5,636.0,8
40,32fb21c4d1d47f05,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,S3B20_N40_B05_surrogate_top,0.7692307692307693,0.717948717948718,0.11176857330703484,1.0,0,2,0.05128205128205128,0.8421052631578947,6,0.5537526154049188,0.4871794871794871,0.25641025641025644,5,5,0.20750000000000002,0.75,2.0,-0.0013149243918474686,0.18200425163990794,R33_N40_C00700,N40_R33_N40_C00700_N40_new_best_neighborhood,"[30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28]",30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-35-33-31-29-27-25-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28,S3R19B28_N40_B06_uncertainty_calibration,0.33589743589743587,False,"[30, 32, 34, 36, 38, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 21, 23, 35, 33, 31, 29, 27, 25, 37, 39, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",nan,0.5,0.7282312530016749,0.7282312530016749,-2.46252304315567,0.04482881219395161,0.2282312530016749,0.4951304380595575,0.517953563359725,1500.5,126.0,2.0,2.0,717.0,2821.0,841.0,9
40,31308b737dc6e6b9,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,S3R19B28_N40_B01_surrogate_top,0.7692307692307693,0.717948717948718,0.09861932938856016,1.0,0,2,0.05128205128205128,0.8947368421052632,4,0.4728646678649162,0.4871794871794871,0.25641025641025644,5,5,0.196875,0.75,2.0,-0.0013149243918474686,0.17013668444896063,R33_N40_C00835,N40_R33_N40_C00835_N40_new_best_neighborhood,"[30,38,36,34,32,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28]",30-38-36-34-32-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28,S3R19B28_N40_B06_uncertainty_calibration,0.3474358974358974,False,"[30, 38, 36, 34, 32, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",nan,0.5,0.7217989266627484,0.7217989266627484,-2.4156080722808837,0.04346212691861946,0.22179892666274836,0.4945395341011389,0.5167194267674137,1500.5,155.5,3.0,3.0,777.5,2842.5,787.5,10
40,1e7210d1f3e5995a,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_A04_method_c_u2_first_engineering,0.7692307692307693,0.717948717948718,0.09861932938856016,1.0,0,2,0.05128205128205128,0.8947368421052632,4,0.3556980106276987,0.4871794871794871,0.25641025641025644,5,5,0.196875,0.75,2.0,-0.0013149243918474686,0.17655522665277198,R33_N40_C00451,N40_R33_N40_C00451_N40_new_best_neighborhood,"[30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28]",30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28,S3R19B28_N40_B06_uncertainty_calibration,0.33974358974358976,False,"[30, 32, 34, 36, 38, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",nan,0.5,0.7217989266627484,0.7217989266627484,-2.3991320729255676,0.04346212691861946,0.22179892666274836,0.4937703033319081,0.5159501959981829,1500.5,155.5,4.0,4.0,777.5,2842.5,826.0,11
40,aabfb322ce200a43,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,S3R24L64_N40_B23_exploitation_reference,0.8717948717948718,0.9230769230769231,0.09861932938856016,1.0,0,2,0.05128205128205128,0.8947368421052632,4,0.4728646678649162,0.3435897435897436,0.4512820512820513,3,7,0.2225,0.85,2.0,0.0013149243918474686,0.17502083275328614,R33_N40_C00397,N40_R33_N40_C00397_N40_new_best_neighborhood,"[34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,38,36]",34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-38-36,N40_A13_graph_pointer_policy_anti_odd_even_novelty,0.34615384615384615,False,"[34, 32, 30, 28, 26, 24, 22, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 38, 36]",nan,0.5,0.7173617231601431,0.7173617231601431,-2.301333715394139,0.04246967311395157,0.21736172316014313,0.4932027827168156,0.5149389550328299,1500.5,184.5,6.0,5.0,848.5,2869.5,796.0,12
